
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач_1_терминалом Количество_решенных_задач_2_терминалом Количество_решенных_задач_3_терминалом
27201 2717 Не_активен Активен Не_активен 432 431 431
27204 2717 Не_активен Активен Не_активен 432 431 431
27207 2717 Не_активен Активен Не_активен 432 431 431
27210 2718 Не_активен Активен Не_активен 432 431 431
27213 2718 Не_активен Активен Не_активен 432 431 431
27216 2718 Не_активен Активен Не_активен 432 431 431
27219 2718 Не_активен Активен Не_активен 432 431 431
27222 2719 Не_активен Не_активен Активен 432 432 431
27225 2719 Не_активен Не_активен Активен 432 432 431
27228 2719 Не_активен Не_активен Активен 432 432 431
27231 2719 Не_активен Не_активен Активен 432 432 431
27234 2719 Не_активен Не_активен Активен 432 432 431
27237 2719 Не_активен Не_активен Активен 432 432 431
27240 2721 Не_активен Не_активен Активен 432 432 431
27243 2722 Активен Не_активен Не_активен 432 432 432
27246 2722 Активен Не_активен Не_активен 432 432 432
27249 2722 Активен Не_активен Не_активен 432 432 432
27252 2722 Активен Не_активен Не_активен 432 432 432
27255 2722 Активен Не_активен Не_активен 432 432 432
27258 2722 Активен Не_активен Не_активен 432 432 432
27261 2722 Активен Не_активен Не_активен 432 432 432
27264 2723 Не_активен Активен Не_активен 433 432 432
27267 2723 Не_активен Активен Не_активен 433 432 432
27270 2724 Не_активен Активен Не_активен 433 432 432
27273 2724 Не_активен Активен Не_активен 433 432 432
27276 2724 Не_активен Активен Не_активен 433 432 432
27279 2724 Не_активен Активен Не_активен 433 432 432
27282 2724 Не_активен Активен Не_активен 433 432 432
27285 2725 Не_активен Не_активен Активен 433 433 432
27288 2725 Не_активен Не_активен Активен 433 433 432
27291 2725 Не_активен Не_активен Активен 433 433 432
27294 2725 Не_активен Не_активен Активен 433 433 432
27297 2725 Не_активен Не_активен Активен 433 433 432
27300 2727 Не_активен Не_активен Активен 433 433 432
27303 2727 Не_активен Не_активен Активен 433 433 432
27306 2728 Активен Не_активен Не_активен 433 433 433
27309 2728 Активен Не_активен Не_активен 433 433 433
27312 2728 Активен Не_активен Не_активен 433 433 433
27315 2728 Активен Не_активен Не_активен 433 433 433
27318 2728 Активен Не_активен Не_активен 433 433 433
27321 2728 Активен Не_активен Не_активен 433 433 433
27324 2728 Активен Не_активен Не_активен 433 433 433
27327 2729 Не_активен Активен Не_активен 434 433 433
27330 2730 Не_активен Активен Не_активен 434 433 433
27333 2730 Не_активен Активен Не_активен 434 433 433
27336 2730 Не_активен Активен Не_активен 434 433 433
27339 2730 Не_активен Активен Не_активен 434 433 433
27342 2730 Не_активен Активен Не_активен 434 433 433
27345 2730 Не_активен Активен Не_активен 434 433 433
27348 2731 Не_активен Не_активен Активен 434 434 433
27351 2731 Не_активен Не_активен Активен 434 434 433
27354 2731 Не_активен Не_активен Активен 434 434 433
27357 2731 Не_активен Не_активен Активен 434 434 433
27360 2733 Не_активен Не_активен Активен 434 434 433
27363 2733 Не_активен Не_активен Активен 434 434 433
27366 2733 Не_активен Не_активен Активен 434 434 433
27369 2734 Активен Не_активен Не_активен 434 434 434
27372 2734 Активен Не_активен Не_активен 434 434 434
27375 2734 Активен Не_активен Не_активен 434 434 434
27378 2734 Активен Не_активен Не_активен 434 434 434
27381 2734 Активен Не_активен Не_активен 434 434 434
27384 2734 Активен Не_активен Не_активен 434 434 434
27387 2734 Активен Не_активен Не_активен 434 434 434
27390 2737 Не_активен Активен Не_активен 435 434 434
27393 2737 Не_активен Активен Не_активен 435 434 434
27396 2737 Не_активен Активен Не_активен 435 434 434
27399 2737 Не_активен Активен Не_активен 435 434 434
27402 2737 Не_активен Активен Не_активен 435 434 434
27405 2737 Не_активен Активен Не_активен 435 434 434
27408 2737 Не_активен Активен Не_активен 435 434 434
27411 2738 Не_активен Не_активен Активен 435 435 434
27414 2738 Не_активен Не_активен Активен 435 435 434
27417 2738 Не_активен Не_активен Активен 435 435 434
27420 2739 Не_активен Не_активен Активен 435 435 434
27423 2739 Не_активен Не_активен Активен 435 435 434
27426 2739 Не_активен Не_активен Активен 435 435 434
27429 2739 Не_активен Не_активен Активен 435 435 434
27432 2740 Активен Не_активен Не_активен 435 435 435
27435 2740 Активен Не_активен Не_активен 435 435 435
27438 2740 Активен Не_активен Не_активен 435 435 435
27441 2740 Активен Не_активен Не_активен 435 435 435
27444 2740 Активен Не_активен Не_активен 435 435 435
27447 2740 Активен Не_активен Не_активен 435 435 435
27450 2742 Активен Не_активен Не_активен 435 435 435
27453 2743 Не_активен Активен Не_активен 436 435 435
27456 2743 Не_активен Активен Не_активен 436 435 435
27459 2743 Не_активен Активен Не_активен 436 435 435
27462 2743 Не_активен Активен Не_активен 436 435 435
27465 2743 Не_активен Активен Не_активен 436 435 435
27468 2743 Не_активен Активен Не_активен 436 435 435
27471 2743 Не_активен Активен Не_активен 436 435 435
27474 2744 Не_активен Не_активен Активен 436 436 435
27477 2744 Не_активен Не_активен Активен 436 436 435
27480 2745 Не_активен Не_активен Активен 436 436 435
27483 2745 Не_активен Не_активен Активен 436 436 435
27486 2745 Не_активен Не_активен Активен 436 436 435
27489 2745 Не_активен Не_активен Активен 436 436 435
27492 2745 Не_активен Не_активен Активен 436 436 435
27495 2746 Активен Не_активен Не_активен 436 436 436
27498 2746 Активен Не_активен Не_активен 436 436 436
27501 2746 Активен Не_активен Не_активен 436 436 436
27504 2746 Активен Не_активен Не_активен 436 436 436
27507 2746 Активен Не_активен Не_активен 436 436 436
27510 2748 Активен Не_активен Не_активен 436 436 436
27513 2748 Активен Не_активен Не_активен 436 436 436
27516 2749 Не_активен Активен Не_активен 437 436 436
27519 2749 Не_активен Активен Не_активен 437 436 436
27522 2749 Не_активен Активен Не_активен 437 436 436
27525 2749 Не_активен Активен Не_активен 437 436 436
27528 2749 Не_активен Активен Не_активен 437 436 436
27531 2749 Не_активен Активен Не_активен 437 436 436
27534 2749 Не_активен Активен Не_активен 437 436 436
27537 2750 Не_активен Не_активен Активен 437 437 436
27540 2751 Не_активен Не_активен Активен 437 437 436
27543 2751 Не_активен Не_активен Активен 437 437 436
27546 2751 Не_активен Не_активен Активен 437 437 436
27549 2751 Не_активен Не_активен Активен 437 437 436
27552 2751 Не_активен Не_активен Активен 437 437 436
27555 2751 Не_активен Не_активен Активен 437 437 436
27558 2752 Активен Не_активен Не_активен 437 437 437
27561 2752 Активен Не_активен Не_активен 437 437 437
27564 2752 Активен Не_активен Не_активен 437 437 437
27567 2752 Активен Не_активен Не_активен 437 437 437
27570 2754 Активен Не_активен Не_активен 437 437 437
27573 2754 Активен Не_активен Не_активен 437 437 437
27576 2754 Активен Не_активен Не_активен 437 437 437
27579 2755 Не_активен Активен Не_активен 438 437 437
27582 2755 Не_активен Активен Не_активен 438 437 437
27585 2755 Не_активен Активен Не_активен 438 437 437
27588 2755 Не_активен Активен Не_активен 438 437 437
27591 2755 Не_активен Активен Не_активен 438 437 437
27594 2755 Не_активен Активен Не_активен 438 437 437
27597 2755 Не_активен Активен Не_активен 438 437 437
27600 2758 Не_активен Не_активен Активен 438 438 437
27603 2758 Не_активен Не_активен Активен 438 438 437
27606 2758 Не_активен Не_активен Активен 438 438 437
27609 2758 Не_активен Не_активен Активен 438 438 437
27612 2758 Не_активен Не_активен Активен 438 438 437
27615 2758 Не_активен Не_активен Активен 438 438 437
27618 2758 Не_активен Не_активен Активен 438 438 437
27621 2759 Активен Не_активен Не_активен 438 438 438
27624 2759 Активен Не_активен Не_активен 438 438 438
27627 2759 Активен Не_активен Не_активен 438 438 438
27630 2760 Активен Не_активен Не_активен 438 438 438
27633 2760 Активен Не_активен Не_активен 438 438 438
27636 2760 Активен Не_активен Не_активен 438 438 438
27639 2760 Активен Не_активен Не_активен 438 438 438
27642 2761 Не_активен Активен Не_активен 439 438 438
27645 2761 Не_активен Активен Не_активен 439 438 438
27648 2761 Не_активен Активен Не_активен 439 438 438
27651 2761 Не_активен Активен Не_активен 439 438 438
27654 2761 Не_активен Активен Не_активен 439 438 438
27657 2761 Не_активен Активен Не_активен 439 438 438
27660 2763 Не_активен Активен Не_активен 439 438 438
27663 2764 Не_активен Не_активен Активен 439 439 438
27666 2764 Не_активен Не_активен Активен 439 439 438
27669 2764 Не_активен Не_активен Активен 439 439 438
27672 2764 Не_активен Не_активен Активен 439 439 438
27675 2764 Не_активен Не_активен Активен 439 439 438
27678 2764 Не_активен Не_активен Активен 439 439 438
27681 2764 Не_активен Не_активен Активен 439 439 438
27684 2765 Активен Не_активен Не_активен 439 439 439
27687 2765 Активен Не_активен Не_активен 439 439 439
27690 2766 Активен Не_активен Не_активен 439 439 439
27693 2766 Активен Не_активен Не_активен 439 439 439
27696 2766 Активен Не_активен Не_активен 439 439 439
27699 2766 Активен Не_активен Не_активен 439 439 439
27702 2766 Активен Не_активен Не_активен 439 439 439
27705 2767 Не_активен Активен Не_активен 440 439 439
27708 2767 Не_активен Активен Не_активен 440 439 439
27711 2767 Не_активен Активен Не_активен 440 439 439
27714 2767 Не_активен Активен Не_активен 440 439 439
27717 2767 Не_активен Активен Не_активен 440 439 439
27720 2769 Не_активен Активен Не_активен 440 439 439
27723 2769 Не_активен Активен Не_активен 440 439 439
27726 2770 Не_активен Не_активен Активен 440 440 439
27729 2770 Не_активен Не_активен Активен 440 440 439
27732 2770 Не_активен Не_активен Активен 440 440 439
27735 2770 Не_активен Не_активен Активен 440 440 439
27738 2770 Не_активен Не_активен Активен 440 440 439
27741 2770 Не_активен Не_активен Активен 440 440 439
27744 2770 Не_активен Не_активен Активен 440 440 439
27747 2771 Активен Не_активен Не_активен 440 440 440
27750 2772 Активен Не_активен Не_активен 440 440 440
27753 2772 Активен Не_активен Не_активен 440 440 440
27756 2772 Активен Не_активен Не_активен 440 440 440
27759 2772 Активен Не_активен Не_активен 440 440 440
27762 2772 Активен Не_активен Не_активен 440 440 440
27765 2772 Активен Не_активен Не_активен 440 440 440
27768 2773 Не_активен Активен Не_активен 441 440 440
27771 2773 Не_активен Активен Не_активен 441 440 440
27774 2773 Не_активен Активен Не_активен 441 440 440
27777 2773 Не_активен Активен Не_активен 441 440 440
27780 2775 Не_активен Активен Не_активен 441 440 440
27783 2775 Не_активен Активен Не_активен 441 440 440
27786 2775 Не_активен Активен Не_активен 441 440 440
27789 2776 Не_активен Не_активен Активен 441 441 440
27792 2776 Не_активен Не_активен Активен 441 441 440
27795 2776 Не_активен Не_активен Активен 441 441 440
27798 2776 Не_активен Не_активен Активен 441 441 440
27801 2776 Не_активен Не_активен Активен 441 441 440
27804 2776 Не_активен Не_активен Активен 441 441 440
27807 2776 Не_активен Не_активен Активен 441 441 440
27810 2779 Активен Не_активен Не_активен 441 441 441
27813 2779 Активен Не_активен Не_активен 441 441 441
27816 2779 Активен Не_активен Не_активен 441 441 441
27819 2779 Активен Не_активен Не_активен 441 441 441
27822 2779 Активен Не_активен Не_активен 441 441 441
27825 2779 Активен Не_активен Не_активен 441 441 441
27828 2779 Активен Не_активен Не_активен 441 441 441
27831 2780 Не_активен Активен Не_активен 442 441 441
27834 2780 Не_активен Активен Не_активен 442 441 441
27837 2780 Не_активен Активен Не_активен 442 441 441
27840 2781 Не_активен Активен Не_активен 442 441 441
27843 2781 Не_активен Активен Не_активен 442 441 441
27846 2781 Не_активен Активен Не_активен 442 441 441
27849 2781 Не_активен Активен Не_активен 442 441 441
27852 2782 Не_активен Не_активен Активен 442 442 441
27855 2782 Не_активен Не_активен Активен 442 442 441
27858 2782 Не_активен Не_активен Активен 442 442 441
27861 2782 Не_активен Не_активен Активен 442 442 441
27864 2782 Не_активен Не_активен Активен 442 442 441
27867 2782 Не_активен Не_активен Активен 442 442 441
27870 2784 Не_активен Не_активен Активен 442 442 441
27873 2785 Активен Не_активен Не_активен 442 442 442
27876 2785 Активен Не_активен Не_активен 442 442 442
27879 2785 Активен Не_активен Не_активен 442 442 442
27882 2785 Активен Не_активен Не_активен 442 442 442
27885 2785 Активен Не_активен Не_активен 442 442 442
27888 2785 Активен Не_активен Не_активен 442 442 442
27891 2785 Активен Не_активен Не_активен 442 442 442
27894 2786 Не_активен Активен Не_активен 443 442 442
27897 2786 Не_активен Активен Не_активен 443 442 442
27900 2787 Не_активен Активен Не_активен 443 442 442
27903 2787 Не_активен Активен Не_активен 443 442 442
27906 2787 Не_активен Активен Не_активен 443 442 442
27909 2787 Не_активен Активен Не_активен 443 442 442
27912 2787 Не_активен Активен Не_активен 443 442 442
27915 2788 Не_активен Не_активен Активен 443 443 442
27918 2788 Не_активен Не_активен Активен 443 443 442
27921 2788 Не_активен Не_активен Активен 443 443 442
27924 2788 Не_активен Не_активен Активен 443 443 442
27927 2788 Не_активен Не_активен Активен 443 443 442
27930 2790 Не_активен Не_активен Активен 443 443 442
27933 2790 Не_активен Не_активен Активен 443 443 442
27936 2791 Активен Не_активен Не_активен 443 443 443
27939 2791 Активен Не_активен Не_активен 443 443 443
27942 2791 Активен Не_активен Не_активен 443 443 443
27945 2791 Активен Не_активен Не_активен 443 443 443
27948 2791 Активен Не_активен Не_активен 443 443 443
27951 2791 Активен Не_активен Не_активен 443 443 443
27954 2791 Активен Не_активен Не_активен 443 443 443
27957 2792 Не_активен Активен Не_активен 444 443 443
27960 2793 Не_активен Активен Не_активен 444 443 443
27963 2793 Не_активен Активен Не_активен 444 443 443
27966 2793 Не_активен Активен Не_активен 444 443 443
27969 2793 Не_активен Активен Не_активен 444 443 443
27972 2793 Не_активен Активен Не_активен 444 443 443
27975 2793 Не_активен Активен Не_активен 444 443 443
27978 2794 Не_активен Не_активен Активен 444 444 443
27981 2794 Не_активен Не_активен Активен 444 444 443
27984 2794 Не_активен Не_активен Активен 444 444 443
27987 2794 Не_активен Не_активен Активен 444 444 443
27990 2796 Не_активен Не_активен Активен 444 444 443
27993 2796 Не_активен Не_активен Активен 444 444 443
27996 2796 Не_активен Не_активен Активен 444 444 443
27999 2797 Активен Не_активен Не_активен 444 444 444
28002 2797 Активен Не_активен Не_активен 444 444 444
28005 2797 Активен Не_активен Не_активен 444 444 444
28008 2797 Активен Не_активен Не_активен 444 444 444
28011 2797 Активен Не_активен Не_активен 444 444 444
28014 2797 Активен Не_активен Не_активен 444 444 444
28017 2797 Активен Не_активен Не_активен 444 444 444
28020 2800 Не_активен Активен Не_активен 445 444 444
28023 2800 Не_активен Активен Не_активен 445 444 444
28026 2800 Не_активен Активен Не_активен 445 444 444
28029 2800 Не_активен Активен Не_активен 445 444 444
28032 2800 Не_активен Активен Не_активен 445 444 444
28035 2800 Не_активен Активен Не_активен 445 444 444
28038 2800 Не_активен Активен Не_активен 445 444 444
28041 2801 Не_активен Не_активен Активен 445 445 444
28044 2801 Не_активен Не_активен Активен 445 445 444
28047 2801 Не_активен Не_активен Активен 445 445 444
28050 2802 Не_активен Не_активен Активен 445 445 444
28053 2802 Не_активен Не_активен Активен 445 445 444
28056 2802 Не_активен Не_активен Активен 445 445 444
28059 2802 Не_активен Не_активен Активен 445 445 444
28062 2803 Активен Не_активен Не_активен 445 445 445
28065 2803 Активен Не_активен Не_активен 445 445 445
28068 2803 Активен Не_активен Не_активен 445 445 445
28071 2803 Активен Не_активен Не_активен 445 445 445
28074 2803 Активен Не_активен Не_активен 445 445 445
28077 2803 Активен Не_активен Не_активен 445 445 445
28080 2805 Активен Не_активен Не_активен 445 445 445
28083 2806 Не_активен Активен Не_активен 446 445 445
28086 2806 Не_активен Активен Не_активен 446 445 445
28089 2806 Не_активен Активен Не_активен 446 445 445
28092 2806 Не_активен Активен Не_активен 446 445 445
28095 2806 Не_активен Активен Не_активен 446 445 445
28098 2806 Не_активен Активен Не_активен 446 445 445
28101 2806 Не_активен Активен Не_активен 446 445 445
28104 2807 Не_активен Не_активен Активен 446 446 445
28107 2807 Не_активен Не_активен Активен 446 446 445
28110 2808 Не_активен Не_активен Активен 446 446 445
28113 2808 Не_активен Не_активен Активен 446 446 445
28116 2808 Не_активен Не_активен Активен 446 446 445
28119 2808 Не_активен Не_активен Активен 446 446 445
28122 2808 Не_активен Не_активен Активен 446 446 445
28125 2809 Активен Не_активен Не_активен 446 446 446
28128 2809 Активен Не_активен Не_активен 446 446 446
28131 2809 Активен Не_активен Не_активен 446 446 446
28134 2809 Активен Не_активен Не_активен 446 446 446
28137 2809 Активен Не_активен Не_активен 446 446 446
28140 2811 Активен Не_активен Не_активен 446 446 446
28143 2811 Активен Не_активен Не_активен 446 446 446
28146 2812 Не_активен Активен Не_активен 447 446 446
28149 2812 Не_активен Активен Не_активен 447 446 446
28152 2812 Не_активен Активен Не_активен 447 446 446
28155 2812 Не_активен Активен Не_активен 447 446 446
28158 2812 Не_активен Активен Не_активен 447 446 446
28161 2812 Не_активен Активен Не_активен 447 446 446
28164 2812 Не_активен Активен Не_активен 447 446 446
28167 2813 Не_активен Не_активен Активен 447 447 446
28170 2814 Не_активен Не_активен Активен 447 447 446
28173 2814 Не_активен Не_активен Активен 447 447 446
28176 2814 Не_активен Не_активен Активен 447 447 446
28179 2814 Не_активен Не_активен Активен 447 447 446
28182 2814 Не_активен Не_активен Активен 447 447 446
28185 2814 Не_активен Не_активен Активен 447 447 446
28188 2815 Активен Не_активен Не_активен 447 447 447
28191 2815 Активен Не_активен Не_активен 447 447 447
28194 2815 Активен Не_активен Не_активен 447 447 447
28197 2815 Активен Не_активен Не_активен 447 447 447
28200 2817 Активен Не_активен Не_активен 447 447 447
28203 2817 Активен Не_активен Не_активен 447 447 447
28206 2817 Активен Не_активен Не_активен 447 447 447
28209 2818 Не_активен Активен Не_активен 448 447 447
28212 2818 Не_активен Активен Не_активен 448 447 447
28215 2818 Не_активен Активен Не_активен 448 447 447
28218 2818 Не_активен Активен Не_активен 448 447 447
28221 2818 Не_активен Активен Не_активен 448 447 447
28224 2818 Не_активен Активен Не_активен 448 447 447
28227 2818 Не_активен Активен Не_активен 448 447 447
28230 2821 Не_активен Не_активен Активен 448 448 447
28233 2821 Не_активен Не_активен Активен 448 448 447
28236 2821 Не_активен Не_активен Активен 448 448 447
28239 2821 Не_активен Не_активен Активен 448 448 447
28242 2821 Не_активен Не_активен Активен 448 448 447
28245 2821 Не_активен Не_активен Активен 448 448 447
28248 2821 Не_активен Не_активен Активен 448 448 447
28251 2822 Активен Не_активен Не_активен 448 448 448
28254 2822 Активен Не_активен Не_активен 448 448 448
28257 2822 Активен Не_активен Не_активен 448 448 448
28260 2823 Активен Не_активен Не_активен 448 448 448
28263 2823 Активен Не_активен Не_активен 448 448 448
28266 2823 Активен Не_активен Не_активен 448 448 448
28269 2823 Активен Не_активен Не_активен 448 448 448
28272 2824 Не_активен Активен Не_активен 449 448 448
28275 2824 Не_активен Активен Не_активен 449 448 448
28278 2824 Не_активен Активен Не_активен 449 448 448
28281 2824 Не_активен Активен Не_активен 449 448 448
28284 2824 Не_активен Активен Не_активен 449 448 448
28287 2824 Не_активен Активен Не_активен 449 448 448
28290 2826 Не_активен Активен Не_активен 449 448 448
28293 2827 Не_активен Не_активен Активен 449 449 448
28296 2827 Не_активен Не_активен Активен 449 449 448
28299 2827 Не_активен Не_активен Активен 449 449 448
28302 2827 Не_активен Не_активен Активен 449 449 448
28305 2827 Не_активен Не_активен Активен 449 449 448
28308 2827 Не_активен Не_активен Активен 449 449 448
28311 2827 Не_активен Не_активен Активен 449 449 448
28314 2828 Активен Не_активен Не_активен 449 449 449
28317 2828 Активен Не_активен Не_активен 449 449 449
28320 2829 Активен Не_активен Не_активен 449 449 449
28323 2829 Активен Не_активен Не_активен 449 449 449
28326 2829 Активен Не_активен Не_активен 449 449 449
28329 2829 Активен Не_активен Не_активен 449 449 449
28332 2829 Активен Не_активен Не_активен 449 449 449
28335 2830 Не_активен Активен Не_активен 450 449 449
28338 2830 Не_активен Активен Не_активен 450 449 449
28341 2830 Не_активен Активен Не_активен 450 449 449
28344 2830 Не_активен Активен Не_активен 450 449 449
28347 2830 Не_активен Активен Не_активен 450 449 449
28350 2832 Не_активен Активен Не_активен 450 449 449
28353 2832 Не_активен Активен Не_активен 450 449 449
28356 2833 Не_активен Не_активен Активен 450 450 449
28359 2833 Не_активен Не_активен Активен 450 450 449
28362 2833 Не_активен Не_активен Активен 450 450 449
28365 2833 Не_активен Не_активен Активен 450 450 449
28368 2833 Не_активен Не_активен Активен 450 450 449
28371 2833 Не_активен Не_активен Активен 450 450 449
28374 2833 Не_активен Не_активен Активен 450 450 449
28377 2834 Активен Не_активен Не_активен 450 450 450
28380 2835 Активен Не_активен Не_активен 450 450 450
28383 2835 Активен Не_активен Не_активен 450 450 450
28386 2835 Активен Не_активен Не_активен 450 450 450
28389 2835 Активен Не_активен Не_активен 450 450 450
28392 2835 Активен Не_активен Не_активен 450 450 450
28395 2835 Активен Не_активен Не_активен 450 450 450
28398 2836 Не_активен Активен Не_активен 451 450 450
28401 2836 Не_активен Активен Не_активен 451 450 450
28404 2836 Не_активен Активен Не_активен 451 450 450
28407 2836 Не_активен Активен Не_активен 451 450 450
28410 2838 Не_активен Активен Не_активен 451 450 450
28413 2838 Не_активен Активен Не_активен 451 450 450
28416 2838 Не_активен Активен Не_активен 451 450 450
28419 2839 Не_активен Не_активен Активен 451 451 450
28422 2839 Не_активен Не_активен Активен 451 451 450
28425 2839 Не_активен Не_активен Активен 451 451 450
28428 2839 Не_активен Не_активен Активен 451 451 450
28431 2839 Не_активен Не_активен Активен 451 451 450
28434 2839 Не_активен Не_активен Активен 451 451 450
28437 2839 Не_активен Не_активен Активен 451 451 450
28440 2842 Активен Не_активен Не_активен 451 451 451
28443 2842 Активен Не_активен Не_активен 451 451 451
28446 2842 Активен Не_активен Не_активен 451 451 451
28449 2842 Активен Не_активен Не_активен 451 451 451
28452 2842 Активен Не_активен Не_активен 451 451 451
28455 2842 Активен Не_активен Не_активен 451 451 451
28458 2842 Активен Не_активен Не_активен 451 451 451
28461 2843 Не_активен Активен Не_активен 452 451 451
28464 2843 Не_активен Активен Не_активен 452 451 451
28467 2843 Не_активен Активен Не_активен 452 451 451
28470 2844 Не_активен Активен Не_активен 452 451 451
28473 2844 Не_активен Активен Не_активен 452 451 451
28476 2844 Не_активен Активен Не_активен 452 451 451
28479 2844 Не_активен Активен Не_активен 452 451 451
28482 2845 Не_активен Не_активен Активен 452 452 451
28485 2845 Не_активен Не_активен Активен 452 452 451
28488 2845 Не_активен Не_активен Активен 452 452 451
28491 2845 Не_активен Не_активен Активен 452 452 451
28494 2845 Не_активен Не_активен Активен 452 452 451
28497 2845 Не_активен Не_активен Активен 452 452 451
28500 2847 Не_активен Не_активен Активен 452 452 451
28503 2848 Активен Не_активен Не_активен 452 452 452
28506 2848 Активен Не_активен Не_активен 452 452 452
28509 2848 Активен Не_активен Не_активен 452 452 452
28512 2848 Активен Не_активен Не_активен 452 452 452
28515 2848 Активен Не_активен Не_активен 452 452 452
28518 2848 Активен Не_активен Не_активен 452 452 452
28521 2848 Активен Не_активен Не_активен 452 452 452
28524 2849 Не_активен Активен Не_активен 453 452 452
28527 2849 Не_активен Активен Не_активен 453 452 452
28530 2850 Не_активен Активен Не_активен 453 452 452
28533 2850 Не_активен Активен Не_активен 453 452 452
28536 2850 Не_активен Активен Не_активен 453 452 452
28539 2850 Не_активен Активен Не_активен 453 452 452
28542 2850 Не_активен Активен Не_активен 453 452 452
28545 2851 Не_активен Не_активен Активен 453 453 452
28548 2851 Не_активен Не_активен Активен 453 453 452
28551 2851 Не_активен Не_активен Активен 453 453 452
28554 2851 Не_активен Не_активен Активен 453 453 452
28557 2851 Не_активен Не_активен Активен 453 453 452
28560 2853 Не_активен Не_активен Активен 453 453 452
28563 2853 Не_активен Не_активен Активен 453 453 452
28566 2854 Активен Не_активен Не_активен 453 453 453
28569 2854 Активен Не_активен Не_активен 453 453 453
28572 2854 Активен Не_активен Не_активен 453 453 453
28575 2854 Активен Не_активен Не_активен 453 453 453
28578 2854 Активен Не_активен Не_активен 453 453 453
28581 2854 Активен Не_активен Не_активен 453 453 453
28584 2854 Активен Не_активен Не_активен 453 453 453
28587 2855 Не_активен Активен Не_активен 454 453 453
28590 2856 Не_активен Активен Не_активен 454 453 453
28593 2856 Не_активен Активен Не_активен 454 453 453
28596 2856 Не_активен Активен Не_активен 454 453 453
28599 2856 Не_активен Активен Не_активен 454 453 453
28602 2856 Не_активен Активен Не_активен 454 453 453
28605 2856 Не_активен Активен Не_активен 454 453 453
28608 2857 Не_активен Не_активен Активен 454 454 453
28611 2857 Не_активен Не_активен Активен 454 454 453
28614 2857 Не_активен Не_активен Активен 454 454 453
28617 2857 Не_активен Не_активен Активен 454 454 453
28620 2859 Не_активен Не_активен Активен 454 454 453
28623 2859 Не_активен Не_активен Активен 454 454 453
28626 2859 Не_активен Не_активен Активен 454 454 453
28629 2860 Активен Не_активен Не_активен 454 454 454
28632 2860 Активен Не_активен Не_активен 454 454 454
28635 2860 Активен Не_активен Не_активен 454 454 454
28638 2860 Активен Не_активен Не_активен 454 454 454
28641 2860 Активен Не_активен Не_активен 454 454 454
28644 2860 Активен Не_активен Не_активен 454 454 454
28647 2860 Активен Не_активен Не_активен 454 454 454
28650 2863 Не_активен Активен Не_активен 455 454 454
28653 2863 Не_активен Активен Не_активен 455 454 454
28656 2863 Не_активен Активен Не_активен 455 454 454
28659 2863 Не_активен Активен Не_активен 455 454 454
28662 2863 Не_активен Активен Не_активен 455 454 454
28665 2863 Не_активен Активен Не_активен 455 454 454
28668 2863 Не_активен Активен Не_активен 455 454 454
28671 2864 Не_активен Не_активен Активен 455 455 454
28674 2864 Не_активен Не_активен Активен 455 455 454
28677 2864 Не_активен Не_активен Активен 455 455 454
28680 2865 Не_активен Не_активен Активен 455 455 454
28683 2865 Не_активен Не_активен Активен 455 455 454
28686 2865 Не_активен Не_активен Активен 455 455 454
28689 2865 Не_активен Не_активен Активен 455 455 454
28692 2866 Активен Не_активен Не_активен 455 455 455
28695 2866 Активен Не_активен Не_активен 455 455 455
28698 2866 Активен Не_активен Не_активен 455 455 455
28701 2866 Активен Не_активен Не_активен 455 455 455
28704 2866 Активен Не_активен Не_активен 455 455 455
28707 2866 Активен Не_активен Не_активен 455 455 455
28710 2868 Активен Не_активен Не_активен 455 455 455
28713 2869 Не_активен Активен Не_активен 456 455 455
28716 2869 Не_активен Активен Не_активен 456 455 455
28719 2869 Не_активен Активен Не_активен 456 455 455
28722 2869 Не_активен Активен Не_активен 456 455 455
28725 2869 Не_активен Активен Не_активен 456 455 455
28728 2869 Не_активен Активен Не_активен 456 455 455
28731 2869 Не_активен Активен Не_активен 456 455 455
28734 2870 Не_активен Не_активен Активен 456 456 455
28737 2870 Не_активен Не_активен Активен 456 456 455
28740 2871 Не_активен Не_активен Активен 456 456 455
28743 2871 Не_активен Не_активен Активен 456 456 455
28746 2871 Не_активен Не_активен Активен 456 456 455
28749 2871 Не_активен Не_активен Активен 456 456 455
28752 2871 Не_активен Не_активен Активен 456 456 455
28755 2872 Активен Не_активен Не_активен 456 456 456
28758 2872 Активен Не_активен Не_активен 456 456 456
28761 2872 Активен Не_активен Не_активен 456 456 456
28764 2872 Активен Не_активен Не_активен 456 456 456
28767 2872 Активен Не_активен Не_активен 456 456 456
28770 2874 Активен Не_активен Не_активен 456 456 456
28773 2874 Активен Не_активен Не_активен 456 456 456
28776 2875 Не_активен Активен Не_активен 457 456 456
28779 2875 Не_активен Активен Не_активен 457 456 456
28782 2875 Не_активен Активен Не_активен 457 456 456
28785 2875 Не_активен Активен Не_активен 457 456 456
28788 2875 Не_активен Активен Не_активен 457 456 456
28791 2875 Не_активен Активен Не_активен 457 456 456
28794 2875 Не_активен Активен Не_активен 457 456 456
28797 2876 Не_активен Не_активен Активен 457 457 456
28800 2877 Не_активен Не_активен Активен 457 457 456
