
Время,с. Число_поставленных_задач Состояние_первого_терминала Состояние_второго_терминала Состояние_третьего_терминала Количество_решенных_задач Количество_задач_в_очереди
26283 6125 Не_активен Не_активен Активен 3498 2627
26286 6125 Не_активен Не_активен Активен 3498 2627
26289 6126 Активен Не_активен Не_активен 3498 2628
26292 6127 Не_активен Активен Не_активен 3498 2629
26295 6128 Не_активен Не_активен Не_активен 3498 2630
26298 6129 Не_активен Не_активен Не_активен 3499 2630
26301 6130 Не_активен Не_активен Не_активен 3500 2630
26304 6131 Не_активен Не_активен Не_активен 3501 2630
26307 6132 Не_активен Не_активен Не_активен 3502 2630
26310 6132 Активен Не_активен Не_активен 3502 2630
26313 6132 Активен Не_активен Не_активен 3502 2630
26316 6132 Активен Не_активен Не_активен 3502 2630
26319 6133 Не_активен Активен Не_активен 3502 2631
26322 6134 Не_активен Не_активен Активен 3502 2632
26325 6135 Не_активен Не_активен Не_активен 3502 2633
26328 6136 Не_активен Не_активен Не_активен 3503 2633
26331 6137 Не_активен Не_активен Не_активен 3504 2633
26334 6138 Не_активен Не_активен Не_активен 3505 2633
26337 6139 Не_активен Не_активен Не_активен 3506 2633
26340 6139 Не_активен Активен Не_активен 3506 2633
26343 6139 Не_активен Активен Не_активен 3506 2633
26346 6139 Не_активен Активен Не_активен 3506 2633
26349 6140 Не_активен Не_активен Активен 3506 2634
26352 6141 Активен Не_активен Не_активен 3506 2635
26355 6142 Не_активен Не_активен Не_активен 3506 2636
26358 6143 Не_активен Не_активен Не_активен 3507 2636
26361 6144 Не_активен Не_активен Не_активен 3508 2636
26364 6145 Не_активен Не_активен Не_активен 3509 2636
26367 6146 Не_активен Не_активен Не_активен 3510 2636
26370 6146 Не_активен Не_активен Активен 3510 2636
26373 6146 Не_активен Не_активен Активен 3510 2636
26376 6146 Не_активен Не_активен Активен 3510 2636
26379 6147 Активен Не_активен Не_активен 3510 2637
26382 6148 Не_активен Активен Не_активен 3510 2638
26385 6149 Не_активен Не_активен Не_активен 3510 2639
26388 6150 Не_активен Не_активен Не_активен 3511 2639
26391 6151 Не_активен Не_активен Не_активен 3512 2639
26394 6152 Не_активен Не_активен Не_активен 3513 2639
26397 6153 Не_активен Не_активен Не_активен 3514 2639
26400 6153 Активен Не_активен Не_активен 3514 2639
26403 6153 Активен Не_активен Не_активен 3514 2639
26406 6153 Активен Не_активен Не_активен 3514 2639
26409 6154 Не_активен Активен Не_активен 3514 2640
26412 6155 Не_активен Не_активен Активен 3514 2641
26415 6156 Не_активен Не_активен Не_активен 3514 2642
26418 6157 Не_активен Не_активен Не_активен 3515 2642
26421 6158 Не_активен Не_активен Не_активен 3516 2642
26424 6159 Не_активен Не_активен Не_активен 3517 2642
26427 6160 Не_активен Не_активен Не_активен 3518 2642
26430 6160 Не_активен Активен Не_активен 3518 2642
26433 6160 Не_активен Активен Не_активен 3518 2642
26436 6160 Не_активен Активен Не_активен 3518 2642
26439 6161 Не_активен Не_активен Активен 3518 2643
26442 6162 Активен Не_активен Не_активен 3518 2644
26445 6163 Не_активен Не_активен Не_активен 3518 2645
26448 6164 Не_активен Не_активен Не_активен 3519 2645
26451 6165 Не_активен Не_активен Не_активен 3520 2645
26454 6166 Не_активен Не_активен Не_активен 3521 2645
26457 6167 Не_активен Не_активен Не_активен 3522 2645
26460 6167 Не_активен Не_активен Активен 3522 2645
26463 6167 Не_активен Не_активен Активен 3522 2645
26466 6167 Не_активен Не_активен Активен 3522 2645
26469 6168 Активен Не_активен Не_активен 3522 2646
26472 6169 Не_активен Активен Не_активен 3522 2647
26475 6170 Не_активен Не_активен Не_активен 3522 2648
26478 6171 Не_активен Не_активен Не_активен 3523 2648
26481 6172 Не_активен Не_активен Не_активен 3524 2648
26484 6173 Не_активен Не_активен Не_активен 3525 2648
26487 6174 Не_активен Не_активен Не_активен 3526 2648
26490 6174 Активен Не_активен Не_активен 3526 2648
26493 6174 Активен Не_активен Не_активен 3526 2648
26496 6174 Активен Не_активен Не_активен 3526 2648
26499 6175 Не_активен Активен Не_активен 3526 2649
26502 6176 Не_активен Не_активен Активен 3526 2650
26505 6177 Не_активен Не_активен Не_активен 3526 2651
26508 6178 Не_активен Не_активен Не_активен 3527 2651
26511 6179 Не_активен Не_активен Не_активен 3528 2651
26514 6180 Не_активен Не_активен Не_активен 3529 2651
26517 6181 Не_активен Не_активен Не_активен 3530 2651
26520 6181 Не_активен Активен Не_активен 3530 2651
26523 6181 Не_активен Активен Не_активен 3530 2651
26526 6181 Не_активен Активен Не_активен 3530 2651
26529 6182 Не_активен Не_активен Активен 3530 2652
26532 6183 Активен Не_активен Не_активен 3530 2653
26535 6184 Не_активен Не_активен Не_активен 3530 2654
26538 6185 Не_активен Не_активен Не_активен 3531 2654
26541 6186 Не_активен Не_активен Не_активен 3532 2654
26544 6187 Не_активен Не_активен Не_активен 3533 2654
26547 6188 Не_активен Не_активен Не_активен 3534 2654
26550 6188 Не_активен Не_активен Активен 3534 2654
26553 6188 Не_активен Не_активен Активен 3534 2654
26556 6188 Не_активен Не_активен Активен 3534 2654
26559 6189 Активен Не_активен Не_активен 3534 2655
26562 6190 Не_активен Активен Не_активен 3534 2656
26565 6191 Не_активен Не_активен Не_активен 3534 2657
26568 6192 Не_активен Не_активен Не_активен 3535 2657
26571 6193 Не_активен Не_активен Не_активен 3536 2657
26574 6194 Не_активен Не_активен Не_активен 3537 2657
26577 6195 Не_активен Не_активен Не_активен 3538 2657
26580 6195 Активен Не_активен Не_активен 3538 2657
26583 6195 Активен Не_активен Не_активен 3538 2657
26586 6195 Активен Не_активен Не_активен 3538 2657
26589 6196 Не_активен Активен Не_активен 3538 2658
26592 6197 Не_активен Не_активен Активен 3538 2659
26595 6198 Не_активен Не_активен Не_активен 3538 2660
26598 6199 Не_активен Не_активен Не_активен 3539 2660
26601 6200 Не_активен Не_активен Не_активен 3540 2660
26604 6201 Не_активен Не_активен Не_активен 3541 2660
26607 6202 Не_активен Не_активен Не_активен 3542 2660
26610 6202 Не_активен Активен Не_активен 3542 2660
26613 6202 Не_активен Активен Не_активен 3542 2660
26616 6202 Не_активен Активен Не_активен 3542 2660
26619 6203 Не_активен Не_активен Активен 3542 2661
26622 6204 Активен Не_активен Не_активен 3542 2662
26625 6205 Не_активен Не_активен Не_активен 3542 2663
26628 6206 Не_активен Не_активен Не_активен 3543 2663
26631 6207 Не_активен Не_активен Не_активен 3544 2663
26634 6208 Не_активен Не_активен Не_активен 3545 2663
26637 6209 Не_активен Не_активен Не_активен 3546 2663
26640 6209 Не_активен Не_активен Активен 3546 2663
26643 6209 Не_активен Не_активен Активен 3546 2663
26646 6209 Не_активен Не_активен Активен 3546 2663
26649 6210 Активен Не_активен Не_активен 3546 2664
26652 6211 Не_активен Активен Не_активен 3546 2665
26655 6212 Не_активен Не_активен Не_активен 3546 2666
26658 6213 Не_активен Не_активен Не_активен 3547 2666
26661 6214 Не_активен Не_активен Не_активен 3548 2666
26664 6215 Не_активен Не_активен Не_активен 3549 2666
26667 6216 Не_активен Не_активен Не_активен 3550 2666
26670 6216 Активен Не_активен Не_активен 3550 2666
26673 6216 Активен Не_активен Не_активен 3550 2666
26676 6216 Активен Не_активен Не_активен 3550 2666
26679 6217 Не_активен Активен Не_активен 3550 2667
26682 6218 Не_активен Не_активен Активен 3550 2668
26685 6219 Не_активен Не_активен Не_активен 3550 2669
26688 6220 Не_активен Не_активен Не_активен 3551 2669
26691 6221 Не_активен Не_активен Не_активен 3552 2669
26694 6222 Не_активен Не_активен Не_активен 3553 2669
26697 6223 Не_активен Не_активен Не_активен 3554 2669
26700 6223 Не_активен Активен Не_активен 3554 2669
26703 6223 Не_активен Активен Не_активен 3554 2669
26706 6223 Не_активен Активен Не_активен 3554 2669
26709 6224 Не_активен Не_активен Активен 3554 2670
26712 6225 Активен Не_активен Не_активен 3554 2671
26715 6226 Не_активен Не_активен Не_активен 3554 2672
26718 6227 Не_активен Не_активен Не_активен 3555 2672
26721 6228 Не_активен Не_активен Не_активен 3556 2672
26724 6229 Не_активен Не_активен Не_активен 3557 2672
26727 6230 Не_активен Не_активен Не_активен 3558 2672
26730 6230 Не_активен Не_активен Активен 3558 2672
26733 6230 Не_активен Не_активен Активен 3558 2672
26736 6230 Не_активен Не_активен Активен 3558 2672
26739 6231 Активен Не_активен Не_активен 3558 2673
26742 6232 Не_активен Активен Не_активен 3558 2674
26745 6233 Не_активен Не_активен Не_активен 3558 2675
26748 6234 Не_активен Не_активен Не_активен 3559 2675
26751 6235 Не_активен Не_активен Не_активен 3560 2675
26754 6236 Не_активен Не_активен Не_активен 3561 2675
26757 6237 Не_активен Не_активен Не_активен 3562 2675
26760 6237 Активен Не_активен Не_активен 3562 2675
26763 6237 Активен Не_активен Не_активен 3562 2675
26766 6237 Активен Не_активен Не_активен 3562 2675
26769 6238 Не_активен Активен Не_активен 3562 2676
26772 6239 Не_активен Не_активен Активен 3562 2677
26775 6240 Не_активен Не_активен Не_активен 3562 2678
26778 6241 Не_активен Не_активен Не_активен 3563 2678
26781 6242 Не_активен Не_активен Не_активен 3564 2678
26784 6243 Не_активен Не_активен Не_активен 3565 2678
26787 6244 Не_активен Не_активен Не_активен 3566 2678
26790 6244 Не_активен Активен Не_активен 3566 2678
26793 6244 Не_активен Активен Не_активен 3566 2678
26796 6244 Не_активен Активен Не_активен 3566 2678
26799 6245 Не_активен Не_активен Активен 3566 2679
26802 6246 Активен Не_активен Не_активен 3566 2680
26805 6247 Не_активен Не_активен Не_активен 3566 2681
26808 6248 Не_активен Не_активен Не_активен 3567 2681
26811 6249 Не_активен Не_активен Не_активен 3568 2681
26814 6250 Не_активен Не_активен Не_активен 3569 2681
26817 6251 Не_активен Не_активен Не_активен 3570 2681
26820 6251 Не_активен Не_активен Активен 3570 2681
26823 6251 Не_активен Не_активен Активен 3570 2681
26826 6251 Не_активен Не_активен Активен 3570 2681
26829 6252 Активен Не_активен Не_активен 3570 2682
26832 6253 Не_активен Активен Не_активен 3570 2683
26835 6254 Не_активен Не_активен Не_активен 3570 2684
26838 6255 Не_активен Не_активен Не_активен 3571 2684
26841 6256 Не_активен Не_активен Не_активен 3572 2684
26844 6257 Не_активен Не_активен Не_активен 3573 2684
26847 6258 Не_активен Не_активен Не_активен 3574 2684
26850 6258 Активен Не_активен Не_активен 3574 2684
26853 6258 Активен Не_активен Не_активен 3574 2684
26856 6258 Активен Не_активен Не_активен 3574 2684
26859 6259 Не_активен Активен Не_активен 3574 2685
26862 6260 Не_активен Не_активен Активен 3574 2686
26865 6261 Не_активен Не_активен Не_активен 3574 2687
26868 6262 Не_активен Не_активен Не_активен 3575 2687
26871 6263 Не_активен Не_активен Не_активен 3576 2687
26874 6264 Не_активен Не_активен Не_активен 3577 2687
26877 6265 Не_активен Не_активен Не_активен 3578 2687
26880 6265 Не_активен Активен Не_активен 3578 2687
26883 6265 Не_активен Активен Не_активен 3578 2687
26886 6265 Не_активен Активен Не_активен 3578 2687
26889 6266 Не_активен Не_активен Активен 3578 2688
26892 6267 Активен Не_активен Не_активен 3578 2689
26895 6268 Не_активен Не_активен Не_активен 3578 2690
26898 6269 Не_активен Не_активен Не_активен 3579 2690
26901 6270 Не_активен Не_активен Не_активен 3580 2690
26904 6271 Не_активен Не_активен Не_активен 3581 2690
26907 6272 Не_активен Не_активен Не_активен 3582 2690
26910 6272 Не_активен Не_активен Активен 3582 2690
26913 6272 Не_активен Не_активен Активен 3582 2690
26916 6272 Не_активен Не_активен Активен 3582 2690
26919 6273 Активен Не_активен Не_активен 3582 2691
26922 6274 Не_активен Активен Не_активен 3582 2692
26925 6275 Не_активен Не_активен Не_активен 3582 2693
26928 6276 Не_активен Не_активен Не_активен 3583 2693
26931 6277 Не_активен Не_активен Не_активен 3584 2693
26934 6278 Не_активен Не_активен Не_активен 3585 2693
26937 6279 Не_активен Не_активен Не_активен 3586 2693
26940 6279 Активен Не_активен Не_активен 3586 2693
26943 6279 Активен Не_активен Не_активен 3586 2693
26946 6279 Активен Не_активен Не_активен 3586 2693
26949 6280 Не_активен Активен Не_активен 3586 2694
26952 6281 Не_активен Не_активен Активен 3586 2695
26955 6282 Не_активен Не_активен Не_активен 3586 2696
26958 6283 Не_активен Не_активен Не_активен 3587 2696
26961 6284 Не_активен Не_активен Не_активен 3588 2696
26964 6285 Не_активен Не_активен Не_активен 3589 2696
26967 6286 Не_активен Не_активен Не_активен 3590 2696
26970 6286 Не_активен Активен Не_активен 3590 2696
26973 6286 Не_активен Активен Не_активен 3590 2696
26976 6286 Не_активен Активен Не_активен 3590 2696
26979 6287 Не_активен Не_активен Активен 3590 2697
26982 6288 Активен Не_активен Не_активен 3590 2698
26985 6289 Не_активен Не_активен Не_активен 3590 2699
26988 6290 Не_активен Не_активен Не_активен 3591 2699
26991 6291 Не_активен Не_активен Не_активен 3592 2699
26994 6292 Не_активен Не_активен Не_активен 3593 2699
26997 6293 Не_активен Не_активен Не_активен 3594 2699
27000 6293 Не_активен Не_активен Активен 3594 2699
27003 6293 Не_активен Не_активен Активен 3594 2699
27006 6293 Не_активен Не_активен Активен 3594 2699
27009 6294 Активен Не_активен Не_активен 3594 2700
27012 6295 Не_активен Активен Не_активен 3594 2701
27015 6296 Не_активен Не_активен Не_активен 3594 2702
27018 6297 Не_активен Не_активен Не_активен 3595 2702
27021 6298 Не_активен Не_активен Не_активен 3596 2702
27024 6299 Не_активен Не_активен Не_активен 3597 2702
27027 6300 Не_активен Не_активен Не_активен 3598 2702
27030 6300 Активен Не_активен Не_активен 3598 2702
27033 6300 Активен Не_активен Не_активен 3598 2702
27036 6300 Активен Не_активен Не_активен 3598 2702
27039 6301 Не_активен Активен Не_активен 3598 2703
27042 6302 Не_активен Не_активен Активен 3598 2704
27045 6303 Не_активен Не_активен Не_активен 3598 2705
27048 6304 Не_активен Не_активен Не_активен 3599 2705
27051 6305 Не_активен Не_активен Не_активен 3600 2705
27054 6306 Не_активен Не_активен Не_активен 3601 2705
27057 6307 Не_активен Не_активен Не_активен 3602 2705
27060 6307 Не_активен Активен Не_активен 3602 2705
27063 6307 Не_активен Активен Не_активен 3602 2705
27066 6307 Не_активен Активен Не_активен 3602 2705
27069 6308 Не_активен Не_активен Активен 3602 2706
27072 6309 Активен Не_активен Не_активен 3602 2707
27075 6310 Не_активен Не_активен Не_активен 3602 2708
27078 6311 Не_активен Не_активен Не_активен 3603 2708
27081 6312 Не_активен Не_активен Не_активен 3604 2708
27084 6313 Не_активен Не_активен Не_активен 3605 2708
27087 6314 Не_активен Не_активен Не_активен 3606 2708
27090 6314 Не_активен Не_активен Активен 3606 2708
27093 6314 Не_активен Не_активен Активен 3606 2708
27096 6314 Не_активен Не_активен Активен 3606 2708
27099 6315 Активен Не_активен Не_активен 3606 2709
27102 6316 Не_активен Активен Не_активен 3606 2710
27105 6317 Не_активен Не_активен Не_активен 3606 2711
27108 6318 Не_активен Не_активен Не_активен 3607 2711
27111 6319 Не_активен Не_активен Не_активен 3608 2711
27114 6320 Не_активен Не_активен Не_активен 3609 2711
27117 6321 Не_активен Не_активен Не_активен 3610 2711
27120 6321 Активен Не_активен Не_активен 3610 2711
27123 6321 Активен Не_активен Не_активен 3610 2711
27126 6321 Активен Не_активен Не_активен 3610 2711
27129 6322 Не_активен Активен Не_активен 3610 2712
27132 6323 Не_активен Не_активен Активен 3610 2713
27135 6324 Не_активен Не_активен Не_активен 3610 2714
27138 6325 Не_активен Не_активен Не_активен 3611 2714
27141 6326 Не_активен Не_активен Не_активен 3612 2714
27144 6327 Не_активен Не_активен Не_активен 3613 2714
27147 6328 Не_активен Не_активен Не_активен 3614 2714
27150 6328 Не_активен Активен Не_активен 3614 2714
27153 6328 Не_активен Активен Не_активен 3614 2714
27156 6328 Не_активен Активен Не_активен 3614 2714
27159 6329 Не_активен Не_активен Активен 3614 2715
27162 6330 Активен Не_активен Не_активен 3614 2716
27165 6331 Не_активен Не_активен Не_активен 3614 2717
27168 6332 Не_активен Не_активен Не_активен 3615 2717
27171 6333 Не_активен Не_активен Не_активен 3616 2717
27174 6334 Не_активен Не_активен Не_активен 3617 2717
27177 6335 Не_активен Не_активен Не_активен 3618 2717
27180 6335 Не_активен Не_активен Активен 3618 2717
27183 6335 Не_активен Не_активен Активен 3618 2717
27186 6335 Не_активен Не_активен Активен 3618 2717
27189 6336 Активен Не_активен Не_активен 3618 2718
27192 6337 Не_активен Активен Не_активен 3618 2719
27195 6338 Не_активен Не_активен Не_активен 3618 2720
27198 6339 Не_активен Не_активен Не_активен 3619 2720
27201 6340 Не_активен Не_активен Не_активен 3620 2720
27204 6341 Не_активен Не_активен Не_активен 3621 2720
27207 6342 Не_активен Не_активен Не_активен 3622 2720
27210 6342 Активен Не_активен Не_активен 3622 2720
27213 6342 Активен Не_активен Не_активен 3622 2720
27216 6342 Активен Не_активен Не_активен 3622 2720
27219 6343 Не_активен Активен Не_активен 3622 2721
27222 6344 Не_активен Не_активен Активен 3622 2722
27225 6345 Не_активен Не_активен Не_активен 3622 2723
27228 6346 Не_активен Не_активен Не_активен 3623 2723
27231 6347 Не_активен Не_активен Не_активен 3624 2723
27234 6348 Не_активен Не_активен Не_активен 3625 2723
27237 6349 Не_активен Не_активен Не_активен 3626 2723
27240 6349 Не_активен Активен Не_активен 3626 2723
27243 6349 Не_активен Активен Не_активен 3626 2723
27246 6349 Не_активен Активен Не_активен 3626 2723
27249 6350 Не_активен Не_активен Активен 3626 2724
27252 6351 Активен Не_активен Не_активен 3626 2725
27255 6352 Не_активен Не_активен Не_активен 3626 2726
27258 6353 Не_активен Не_активен Не_активен 3627 2726
27261 6354 Не_активен Не_активен Не_активен 3628 2726
27264 6355 Не_активен Не_активен Не_активен 3629 2726
27267 6356 Не_активен Не_активен Не_активен 3630 2726
27270 6356 Не_активен Не_активен Активен 3630 2726
27273 6356 Не_активен Не_активен Активен 3630 2726
27276 6356 Не_активен Не_активен Активен 3630 2726
27279 6357 Активен Не_активен Не_активен 3630 2727
27282 6358 Не_активен Активен Не_активен 3630 2728
27285 6359 Не_активен Не_активен Не_активен 3630 2729
27288 6360 Не_активен Не_активен Не_активен 3631 2729
27291 6361 Не_активен Не_активен Не_активен 3632 2729
27294 6362 Не_активен Не_активен Не_активен 3633 2729
27297 6363 Не_активен Не_активен Не_активен 3634 2729
27300 6363 Активен Не_активен Не_активен 3634 2729
27303 6363 Активен Не_активен Не_активен 3634 2729
27306 6363 Активен Не_активен Не_активен 3634 2729
27309 6364 Не_активен Активен Не_активен 3634 2730
27312 6365 Не_активен Не_активен Активен 3634 2731
27315 6366 Не_активен Не_активен Не_активен 3634 2732
27318 6367 Не_активен Не_активен Не_активен 3635 2732
27321 6368 Не_активен Не_активен Не_активен 3636 2732
27324 6369 Не_активен Не_активен Не_активен 3637 2732
27327 6370 Не_активен Не_активен Не_активен 3638 2732
27330 6370 Не_активен Активен Не_активен 3638 2732
27333 6370 Не_активен Активен Не_активен 3638 2732
27336 6370 Не_активен Активен Не_активен 3638 2732
27339 6371 Не_активен Не_активен Активен 3638 2733
27342 6372 Активен Не_активен Не_активен 3638 2734
27345 6373 Не_активен Не_активен Не_активен 3638 2735
27348 6374 Не_активен Не_активен Не_активен 3639 2735
27351 6375 Не_активен Не_активен Не_активен 3640 2735
27354 6376 Не_активен Не_активен Не_активен 3641 2735
27357 6377 Не_активен Не_активен Не_активен 3642 2735
27360 6377 Не_активен Не_активен Активен 3642 2735
27363 6377 Не_активен Не_активен Активен 3642 2735
27366 6377 Не_активен Не_активен Активен 3642 2735
27369 6378 Активен Не_активен Не_активен 3642 2736
27372 6379 Не_активен Активен Не_активен 3642 2737
27375 6380 Не_активен Не_активен Не_активен 3642 2738
27378 6381 Не_активен Не_активен Не_активен 3643 2738
27381 6382 Не_активен Не_активен Не_активен 3644 2738
27384 6383 Не_активен Не_активен Не_активен 3645 2738
27387 6384 Не_активен Не_активен Не_активен 3646 2738
27390 6384 Активен Не_активен Не_активен 3646 2738
27393 6384 Активен Не_активен Не_активен 3646 2738
27396 6384 Активен Не_активен Не_активен 3646 2738
27399 6385 Не_активен Активен Не_активен 3646 2739
27402 6386 Не_активен Не_активен Активен 3646 2740
27405 6387 Не_активен Не_активен Не_активен 3646 2741
27408 6388 Не_активен Не_активен Не_активен 3647 2741
27411 6389 Не_активен Не_активен Не_активен 3648 2741
27414 6390 Не_активен Не_активен Не_активен 3649 2741
27417 6391 Не_активен Не_активен Не_активен 3650 2741
27420 6391 Не_активен Активен Не_активен 3650 2741
27423 6391 Не_активен Активен Не_активен 3650 2741
27426 6391 Не_активен Активен Не_активен 3650 2741
27429 6392 Не_активен Не_активен Активен 3650 2742
27432 6393 Активен Не_активен Не_активен 3650 2743
27435 6394 Не_активен Не_активен Не_активен 3650 2744
27438 6395 Не_активен Не_активен Не_активен 3651 2744
27441 6396 Не_активен Не_активен Не_активен 3652 2744
27444 6397 Не_активен Не_активен Не_активен 3653 2744
27447 6398 Не_активен Не_активен Не_активен 3654 2744
27450 6398 Не_активен Не_активен Активен 3654 2744
27453 6398 Не_активен Не_активен Активен 3654 2744
27456 6398 Не_активен Не_активен Активен 3654 2744
27459 6399 Активен Не_активен Не_активен 3654 2745
27462 6400 Не_активен Активен Не_активен 3654 2746
27465 6401 Не_активен Не_активен Не_активен 3654 2747
27468 6402 Не_активен Не_активен Не_активен 3655 2747
27471 6403 Не_активен Не_активен Не_активен 3656 2747
27474 6404 Не_активен Не_активен Не_активен 3657 2747
27477 6405 Не_активен Не_активен Не_активен 3658 2747
27480 6405 Активен Не_активен Не_активен 3658 2747
27483 6405 Активен Не_активен Не_активен 3658 2747
27486 6405 Активен Не_активен Не_активен 3658 2747
27489 6406 Не_активен Активен Не_активен 3658 2748
27492 6407 Не_активен Не_активен Активен 3658 2749
27495 6408 Не_активен Не_активен Не_активен 3658 2750
27498 6409 Не_активен Не_активен Не_активен 3659 2750
27501 6410 Не_активен Не_активен Не_активен 3660 2750
27504 6411 Не_активен Не_активен Не_активен 3661 2750
27507 6412 Не_активен Не_активен Не_активен 3662 2750
27510 6412 Не_активен Активен Не_активен 3662 2750
27513 6412 Не_активен Активен Не_активен 3662 2750
27516 6412 Не_активен Активен Не_активен 3662 2750
27519 6413 Не_активен Не_активен Активен 3662 2751
27522 6414 Активен Не_активен Не_активен 3662 2752
27525 6415 Не_активен Не_активен Не_активен 3662 2753
27528 6416 Не_активен Не_активен Не_активен 3663 2753
27531 6417 Не_активен Не_активен Не_активен 3664 2753
27534 6418 Не_активен Не_активен Не_активен 3665 2753
27537 6419 Не_активен Не_активен Не_активен 3666 2753
27540 6419 Не_активен Не_активен Активен 3666 2753
27543 6419 Не_активен Не_активен Активен 3666 2753
27546 6419 Не_активен Не_активен Активен 3666 2753
27549 6420 Активен Не_активен Не_активен 3666 2754
27552 6421 Не_активен Активен Не_активен 3666 2755
27555 6422 Не_активен Не_активен Не_активен 3666 2756
27558 6423 Не_активен Не_активен Не_активен 3667 2756
27561 6424 Не_активен Не_активен Не_активен 3668 2756
27564 6425 Не_активен Не_активен Не_активен 3669 2756
27567 6426 Не_активен Не_активен Не_активен 3670 2756
27570 6426 Активен Не_активен Не_активен 3670 2756
27573 6426 Активен Не_активен Не_активен 3670 2756
27576 6426 Активен Не_активен Не_активен 3670 2756
27579 6427 Не_активен Активен Не_активен 3670 2757
27582 6428 Не_активен Не_активен Активен 3670 2758
27585 6429 Не_активен Не_активен Не_активен 3670 2759
27588 6430 Не_активен Не_активен Не_активен 3671 2759
27591 6431 Не_активен Не_активен Не_активен 3672 2759
27594 6432 Не_активен Не_активен Не_активен 3673 2759
27597 6433 Не_активен Не_активен Не_активен 3674 2759
27600 6433 Не_активен Активен Не_активен 3674 2759
27603 6433 Не_активен Активен Не_активен 3674 2759
27606 6433 Не_активен Активен Не_активен 3674 2759
27609 6434 Не_активен Не_активен Активен 3674 2760
27612 6435 Активен Не_активен Не_активен 3674 2761
27615 6436 Не_активен Не_активен Не_активен 3674 2762
27618 6437 Не_активен Не_активен Не_активен 3675 2762
27621 6438 Не_активен Не_активен Не_активен 3676 2762
27624 6439 Не_активен Не_активен Не_активен 3677 2762
27627 6440 Не_активен Не_активен Не_активен 3678 2762
27630 6440 Не_активен Не_активен Активен 3678 2762
27633 6440 Не_активен Не_активен Активен 3678 2762
27636 6440 Не_активен Не_активен Активен 3678 2762
27639 6441 Активен Не_активен Не_активен 3678 2763
27642 6442 Не_активен Активен Не_активен 3678 2764
27645 6443 Не_активен Не_активен Не_активен 3678 2765
27648 6444 Не_активен Не_активен Не_активен 3679 2765
27651 6445 Не_активен Не_активен Не_активен 3680 2765
27654 6446 Не_активен Не_активен Не_активен 3681 2765
27657 6447 Не_активен Не_активен Не_активен 3682 2765
27660 6447 Активен Не_активен Не_активен 3682 2765
27663 6447 Активен Не_активен Не_активен 3682 2765
27666 6447 Активен Не_активен Не_активен 3682 2765
27669 6448 Не_активен Активен Не_активен 3682 2766
27672 6449 Не_активен Не_активен Активен 3682 2767
27675 6450 Не_активен Не_активен Не_активен 3682 2768
27678 6451 Не_активен Не_активен Не_активен 3683 2768
27681 6452 Не_активен Не_активен Не_активен 3684 2768
27684 6453 Не_активен Не_активен Не_активен 3685 2768
27687 6454 Не_активен Не_активен Не_активен 3686 2768
27690 6454 Не_активен Активен Не_активен 3686 2768
27693 6454 Не_активен Активен Не_активен 3686 2768
27696 6454 Не_активен Активен Не_активен 3686 2768
27699 6455 Не_активен Не_активен Активен 3686 2769
27702 6456 Активен Не_активен Не_активен 3686 2770
27705 6457 Не_активен Не_активен Не_активен 3686 2771
27708 6458 Не_активен Не_активен Не_активен 3687 2771
27711 6459 Не_активен Не_активен Не_активен 3688 2771
27714 6460 Не_активен Не_активен Не_активен 3689 2771
27717 6461 Не_активен Не_активен Не_активен 3690 2771
27720 6461 Не_активен Не_активен Активен 3690 2771
27723 6461 Не_активен Не_активен Активен 3690 2771
27726 6461 Не_активен Не_активен Активен 3690 2771
27729 6462 Активен Не_активен Не_активен 3690 2772
27732 6463 Не_активен Активен Не_активен 3690 2773
27735 6464 Не_активен Не_активен Не_активен 3690 2774
27738 6465 Не_активен Не_активен Не_активен 3691 2774
27741 6466 Не_активен Не_активен Не_активен 3692 2774
27744 6467 Не_активен Не_активен Не_активен 3693 2774
27747 6468 Не_активен Не_активен Не_активен 3694 2774
27750 6468 Активен Не_активен Не_активен 3694 2774
27753 6468 Активен Не_активен Не_активен 3694 2774
27756 6468 Активен Не_активен Не_активен 3694 2774
27759 6469 Не_активен Активен Не_активен 3694 2775
27762 6470 Не_активен Не_активен Активен 3694 2776
27765 6471 Не_активен Не_активен Не_активен 3694 2777
27768 6472 Не_активен Не_активен Не_активен 3695 2777
27771 6473 Не_активен Не_активен Не_активен 3696 2777
27774 6474 Не_активен Не_активен Не_активен 3697 2777
27777 6475 Не_активен Не_активен Не_активен 3698 2777
27780 6475 Не_активен Активен Не_активен 3698 2777
27783 6475 Не_активен Активен Не_активен 3698 2777
27786 6475 Не_активен Активен Не_активен 3698 2777
27789 6476 Не_активен Не_активен Активен 3698 2778
27792 6477 Активен Не_активен Не_активен 3698 2779
27795 6478 Не_активен Не_активен Не_активен 3698 2780
27798 6479 Не_активен Не_активен Не_активен 3699 2780
27801 6480 Не_активен Не_активен Не_активен 3700 2780
27804 6481 Не_активен Не_активен Не_активен 3701 2780
27807 6482 Не_активен Не_активен Не_активен 3702 2780
27810 6482 Не_активен Не_активен Активен 3702 2780
27813 6482 Не_активен Не_активен Активен 3702 2780
27816 6482 Не_активен Не_активен Активен 3702 2780
27819 6483 Активен Не_активен Не_активен 3702 2781
27822 6484 Не_активен Активен Не_активен 3702 2782
27825 6485 Не_активен Не_активен Не_активен 3702 2783
